catalog_id,source_file,web_file,media_type,subject,service_context,room_or_area,city,state,country,creator,credit_line,copyright_notice,rights_usage_terms,permission_status,client_or_people_approval,usage_scope,page_assignment,alt_text,caption,keywords,status,notes
IMG-0387,MEDIA/IMAGES/music-studio-desk-checkmark-audio-view-07.jpg,MEDIA/IMAGES/music-studio-desk-checkmark-audio-view-07.webp,image,music studio desk checkmark audio view 07,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-a,Studio desk with monitors and keyboard at Checkmark Audio.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0388,MEDIA/IMAGES/music-studio-desk-checkmark-audio.jpg,MEDIA/IMAGES/music-studio-desk-checkmark-audio.webp,image,music studio desk checkmark audio,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-a,Studio desk with monitors and keyboard at Checkmark Audio.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0389,MEDIA/IMAGES/namm-believe-in-music-logo.png,MEDIA/IMAGES/namm-believe-in-music-logo.webp,image,namm believe in music logo,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,third-party-review-required,not-applicable,public-website,home,"NAMM ""Believe in Music"" logo.",,,pending-human-approval,Third-party mark or source requires rights review. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0391,MEDIA/IMAGES/piano-lessons-five-star-review-screenshot.png,MEDIA/IMAGES/piano-lessons-five-star-review-screenshot.webp,image,piano lessons five star review screenshot,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,verified,not-applicable,school-site,sitewide-logo,Screenshot of a five-star customer review.,,,pending-human-approval,Separate-school scope candidate; keep off the studio site unless approved as a brief cross-link asset. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0399,MEDIA/IMAGES/female-guitarist-purple-motion-portrait-view-01.jpg,MEDIA/IMAGES/female-guitarist-purple-motion-portrait-view-01.webp,image,purple artist motion view 03,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,artist-photography,Guitarist captured in motion under purple stage lighting.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0401,MEDIA/IMAGES/rapper-microphone-silhouette.webp,MEDIA/IMAGES/rapper-microphone-silhouette.webp,image,rapper microphone silhouette,vocal recording,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,sitewide-logo,Silhouette of a rapper on the microphone.,,vocal recording,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0405,MEDIA/IMAGES/recording-session-studio-lounge-view-03.jpg,MEDIA/IMAGES/GALLERY/recording-session-studio-lounge-view-03.webp,image,recording session studio lounge view 03,recording studio,Waiting area / lounge,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,gallery,Recording session conversation in the studio lounge at Checkmark Audio.,,recording studio; Waiting area / lounge,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0406,MEDIA/IMAGES/recording-session-studio-lounge.jpg,MEDIA/IMAGES/GALLERY/recording-session-studio-lounge.webp,image,recording session studio lounge,recording studio,Waiting area / lounge,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,gallery,Recording session conversation in the studio lounge at Checkmark Audio.,,recording studio; Waiting area / lounge,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0407,MEDIA/IMAGES/recording-studio-albuquerque-nm-artist-collage-wall.jpg,MEDIA/IMAGES/recording-studio-albuquerque-nm-artist-collage-wall.webp,image,recording studio albuquerque nm artist collage wall,recording studio,Studio A,Albuquerque,NM,USA,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,studio-a,Artist photo collage wall at Checkmark Audio.,,recording studio; Studio A; Albuquerque NM,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0409,MEDIA/IMAGES/recording-studio-albuquerque-nm-checkmark-sign.jpg,MEDIA/IMAGES/recording-studio-albuquerque-nm-checkmark-sign.webp,image,recording studio albuquerque nm checkmark sign,recording studio,Studio A,Albuquerque,NM,USA,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-a,Checkmark Audio recording studio sign.,,recording studio; Studio A; Albuquerque NM,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0413,MEDIA/IMAGES/recording-studio-blue-patch-cables-close-up.jpg,MEDIA/IMAGES/recording-studio-blue-patch-cables-close-up.webp,image,recording studio blue patch cables close up,recording studio,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-a,Close-up of studio patch cables.,,recording studio; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0414,MEDIA/IMAGES/recording-studio-engineer-and-clients-session.jpg,MEDIA/IMAGES/GALLERY/recording-studio-engineer-and-clients-session.webp,image,recording studio engineer and clients session,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,gallery,Engineer working with clients during a session at Checkmark Audio.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0416,MEDIA/IMAGES/richard-baca-and-marz-studio-session.jpg,MEDIA/IMAGES/richard-baca-and-marz-studio-session.webp,image,richard baca and marz studio session,recording studio,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard Baca and Marz working together in the control room at Checkmark Audio.,,recording studio,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0417,MEDIA/IMAGES/richard-baca-bass-guitar-performance-profile.jpg,MEDIA/IMAGES/richard-baca-bass-guitar-performance-profile.webp,image,richard baca bass guitar performance profile,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard Baca performing on bass guitar.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0418,MEDIA/IMAGES/richard-baca-control-room-profile.jpg,MEDIA/IMAGES/richard-baca-control-room-profile.webp,image,richard baca control room profile,recording studio,Control room,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Profile portrait of Richard Baca in the control room at Checkmark Audio.,,recording studio; Control room,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0420,MEDIA/IMAGES/richard-baca-engineering-at-console-view-03.jpg,MEDIA/IMAGES/richard-baca-engineering-at-console-view-03.webp,image,richard baca engineering at console view 03,mixing and mastering,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard Baca engineering at the console at Checkmark Audio.,,mixing and mastering,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0421,MEDIA/IMAGES/richard-baca-engineering-at-console-view-04.jpg,MEDIA/IMAGES/richard-baca-engineering-at-console-view-04.webp,image,richard baca engineering at console view 04,mixing and mastering,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard Baca engineering at the console at Checkmark Audio.,,mixing and mastering,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0423,MEDIA/IMAGES/richard-baca-gardenview-black-and-white-portrait.jpg,MEDIA/IMAGES/richard-baca-gardenview-black-and-white-portrait.webp,image,richard baca gardenview black and white portrait,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Black-and-white portrait of Richard Baca with the band Gardenview.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0424,MEDIA/IMAGES/richard-baca-guitar-lesson.png,MEDIA/IMAGES/richard-baca-guitar-lesson.webp,image,richard baca guitar lesson,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,school-site,our-team,Richard Baca giving a guitar lesson.,,,pending-human-approval,Separate-school scope candidate; keep off the studio site unless approved as a brief cross-link asset. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0427,MEDIA/IMAGES/richard-baca-interview-close.jpg,MEDIA/IMAGES/richard-baca-interview-close.webp,image,richard baca interview close,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard Baca during a recorded interview.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0429,MEDIA/IMAGES/richard-baca-interview-wide.jpg,MEDIA/IMAGES/richard-baca-interview-wide.webp,image,richard baca interview wide,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard Baca during a recorded interview.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0431,MEDIA/IMAGES/richard-baca-mixing-workstation.jpg,MEDIA/IMAGES/richard-baca-mixing-workstation.webp,image,richard baca mixing workstation,mixing and mastering,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard Baca at the mixing workstation at Checkmark Audio.,,mixing and mastering,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0432,MEDIA/IMAGES/richard-baca-title-card.jpg,MEDIA/IMAGES/richard-baca-title-card.webp,image,richard baca title card,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Title card introducing Richard Baca.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0435,MEDIA/IMAGES/richard-w-guitar-3.jpg,MEDIA/IMAGES/richard-w-guitar-3-jpg.webp,image,richard w guitar 3,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard W. standing with an acoustic guitar in a studio portrait.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0436,MEDIA/IMAGES/richard-w-guitar-3.png,MEDIA/IMAGES/richard-w-guitar-3-png.webp,image,richard w guitar 3,,,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,approved,public-website,our-team,Richard W. standing with an acoustic guitar in a studio portrait.,,,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0438,MEDIA/IMAGES/female-singer-smoke-stage-performance-view-01.jpg,MEDIA/IMAGES/female-singer-smoke-stage-performance-view-01.webp,image,singer stage smoke view 02,vocal recording,,,,,Artist (unidentified),Courtesy of the featured artist,© the featured artist. Used with permission.,"Property of the featured artist; used with permission for Checkmark Audio promotional/website purposes, per the same arrangement as other artist-supplied material. Specific artist name not confirmed.",verified,approved,public-website,artist-photography,Singer performing on stage in low light with stage smoke.,,vocal recording,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing. Creator credit needs research (likely shot off-site or band-supplied artwork); not yet confirmed. Too ambiguous to attribute to a specific named artist; credited generically per Bridget 2026-08-08.
IMG-0439,MEDIA/IMAGES/soundcloud-logo-white.png,MEDIA/IMAGES/soundcloud-logo-white.webp,image,soundcloud logo white,,,,,,not-applicable,,© Checkmark Audio. All rights reserved.,,third-party-review-required,not-applicable,public-website,sitewide-logo,,,,pending-human-approval,Third-party mark or source requires rights review. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES.
IMG-0444,MEDIA/IMAGES/studio-a-guitar-mural-hallway.jpg,MEDIA/IMAGES/studio-a-guitar-mural-hallway.webp,image,studio a guitar mural hallway,recording studio,Studio A,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-a,Studio A lounge with guitar and drum mural artwork.,,recording studio; Studio A,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0464,MEDIA/IMAGES/studio-compressor-rack-close-up-view-02.jpg,MEDIA/IMAGES/studio-compressor-rack-close-up-view-02.webp,image,studio audio controls close up,recording studio,Studio A,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-a,Close-up of the outboard compressor rack at Checkmark Audio.,,recording studio; Studio A,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0468,MEDIA/IMAGES/studio-b-drum-recording-setup.jpg,MEDIA/IMAGES/studio-b-drum-recording-setup.webp,image,studio b drum recording setup,band recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,Drum kit set up for recording in Studio B at Checkmark Audio.,,band recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0473,MEDIA/IMAGES/studio-b-instrument-room-black-and-white.jpg,MEDIA/IMAGES/studio-b-instrument-room-black-and-white.webp,image,studio b instrument room black and white,recording studio,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,Studio B instrument room wall with guitars and microphone at Checkmark Audio.,,recording studio; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0477,MEDIA/IMAGES/studio-b-control-room-desk-synth-view-02.jpg,MEDIA/IMAGES/studio-b-control-room-desk-synth-view-02.webp,image,studio b music production workstation,music production,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,Studio B control room desk with synthesizer at Checkmark Audio.,,music production; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0480,MEDIA/IMAGES/studio-b-vocal-booth-blue-light-view-03.jpg,MEDIA/IMAGES/studio-b-vocal-booth-blue-light-view-03.webp,image,studio b vocal booth blue light view 03,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,"Studio B vocal booth interior, lit in blue stage lighting, at Checkmark Audio.",,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0481,MEDIA/IMAGES/studio-b-vocal-booth-blue-light-view-04.jpg,MEDIA/IMAGES/studio-b-vocal-booth-blue-light-view-04.webp,image,studio b vocal booth blue light view 04,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,"Studio B vocal booth interior, lit in blue stage lighting, at Checkmark Audio.",,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0484,MEDIA/IMAGES/studio-b-instrument-room-view-02.jpg,MEDIA/IMAGES/studio-b-instrument-room-view-02.webp,image,studio b vocal booth checkmark audio,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,Studio B instrument room wall with guitars and microphone at Checkmark Audio.,,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0486,MEDIA/IMAGES/studio-b-vocal-booth-green-light-view-03.jpg,MEDIA/IMAGES/studio-b-vocal-booth-green-light-view-03.webp,image,studio b vocal booth green light view 03,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,"Studio B vocal booth interior, lit in green stage lighting, at Checkmark Audio.",,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0487,MEDIA/IMAGES/studio-b-vocal-booth-green-light.jpg,MEDIA/IMAGES/studio-b-vocal-booth-green-light.webp,image,studio b vocal booth green light,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,"Studio B vocal booth interior, lit in green stage lighting, at Checkmark Audio.",,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0489,MEDIA/IMAGES/vocal-booth-microphone-teal-light-view-03.jpg,MEDIA/IMAGES/vocal-booth-microphone-teal-light-view-03.webp,image,studio b vocal booth microphone,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,Studio microphone in the vocal booth lit in teal stage lighting at Checkmark Audio.,,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0490,MEDIA/IMAGES/studio-b-vocal-booth-red-light-view-02.jpg,MEDIA/IMAGES/studio-b-vocal-booth-red-light-view-02.webp,image,studio b vocal booth red light view 02,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,"Studio B vocal booth interior, lit in red stage lighting, at Checkmark Audio.",,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0491,MEDIA/IMAGES/studio-b-vocal-booth-red-light-view-03.jpg,MEDIA/IMAGES/studio-b-vocal-booth-red-light-view-03.webp,image,studio b vocal booth red light view 03,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,"Studio B vocal booth interior, lit in red stage lighting, at Checkmark Audio.",,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
IMG-0492,MEDIA/IMAGES/studio-b-vocal-booth-red-light.jpg,MEDIA/IMAGES/studio-b-vocal-booth-red-light.webp,image,studio b vocal booth red light,vocal recording,Studio B,,,,Checkmark Audio staff,Checkmark Audio,© Checkmark Audio. All rights reserved.,Owned by Checkmark Audio; approved for public-website use.,verified,not-applicable,public-website,studio-b,"Studio B vocal booth interior, lit in red stage lighting, at Checkmark Audio.",,vocal recording; Studio B,pending-human-approval,Page assignment is proposed from visible subject/filename and is not publication approval. Original source archived outside the repo in checkmark-audio-media-originals-2026-08-07.zip (Bridget's Desktop); only the optimized web copy remains in MEDIA/IMAGES. Draft alt text generated from the SEO filename/visual content; confirm against real page context before publishing.
